,EAS,EUR,AFR,AMR,SAS,left,right
5176,0.8,0.025,0.025,0.125,0.025,596184.0,596249.0
5201,0.8205128205128205,0.02564102564102564,0.0,0.1282051282051282,0.02564102564102564,598473.0,598536.0
5207,0.8421052631578947,0.0,0.0,0.13157894736842105,0.02631578947368421,598695.0,598705.0
5209,0.8333333333333333,0.0,0.0,0.1388888888888889,0.027777777777777776,598902.0,599092.0
5223,0.06451612903225806,0.06451612903225806,0.0,0.7419354838709677,0.12903225806451613,600131.0,600242.0
5258,0.06666666666666667,0.06666666666666667,0.0,0.7333333333333333,0.13333333333333333,602664.0,602783.0
5272,0.06896551724137931,0.06896551724137931,0.0,0.7241379310344828,0.13793103448275862,603250.0,603259.0
5274,0.07407407407407407,0.07407407407407407,0.0,0.7407407407407407,0.1111111111111111,603488.0,603595.0
5315,0.07692307692307693,0.07692307692307693,0.0,0.7307692307692308,0.11538461538461539,607112.0,607213.0
5351,0.07142857142857142,0.07142857142857142,0.0,0.75,0.10714285714285714,609416.0,609605.0
5365,0.0625,0.1875,0.0,0.65625,0.09375,610469.0,610555.0
5400,0.08333333333333333,0.16666666666666666,0.0,0.6388888888888888,0.1111111111111111,612763.0,612793.0
5424,0.08571428571428572,0.17142857142857143,0.0,0.6285714285714286,0.11428571428571428,615011.0,615134.0
5428,0.0625,0.1875,0.0,0.65625,0.09375,615207.0,615559.0
5467,0.06451612903225806,0.1935483870967742,0.0,0.6451612903225806,0.0967741935483871,619285.0,619294.0
5507,0.04878048780487805,0.24390243902439024,0.0,0.6097560975609756,0.0975609756097561,623247.0,623357.0
5520,0.05,0.25,0.0,0.625,0.07500000000000001,624450.0,624611.0
5546,0.04878048780487805,0.2682926829268293,0.0,0.6097560975609756,0.07317073170731708,626460.0,626502.0
5570,0.044444444444444446,0.24444444444444446,0.0,0.6444444444444445,0.06666666666666667,629221.0,629430.0
5574,0.046511627906976744,0.2558139534883721,0.0,0.627906976744186,0.06976744186046512,629836.0,629865.0
5598,0.047619047619047616,0.26190476190476186,0.0,0.6190476190476191,0.07142857142857142,631139.0,631169.0
5599,0.0851063829787234,0.2553191489361702,0.0,0.5957446808510638,0.06382978723404255,631169.0,631186.0
5600,0.10416666666666666,0.25,0.0,0.5833333333333333,0.0625,631186.0,631307.0
5602,0.1020408163265306,0.24489795918367346,0.0,0.5918367346938775,0.061224489795918366,631425.0,631431.0
5603,0.09803921568627451,0.2549019607843137,0.0,0.5882352941176471,0.058823529411764705,631431.0,631483.0
5616,0.08163265306122448,0.24489795918367346,0.0,0.6122448979591836,0.061224489795918366,632555.0,632630.0
5618,0.08,0.24,0.02,0.6,0.06,632650.0,632675.0
5624,0.06382978723404255,0.23404255319148937,0.0,0.6382978723404256,0.06382978723404255,633024.0,633026.0
5631,0.0625,0.22916666666666666,0.0,0.6458333333333333,0.0625,633321.0,633406.0
5641,0.061224489795918366,0.22448979591836732,0.0,0.6530612244897959,0.061224489795918366,634027.0,634349.0
5645,0.02127659574468085,0.23404255319148937,0.0,0.6808510638297872,0.06382978723404255,634434.0,634464.0
5646,0.021739130434782608,0.21739130434782608,0.0,0.6956521739130435,0.06521739130434782,634464.0,634533.0
5690,0.022222222222222223,0.2,0.0,0.7111111111111111,0.06666666666666667,638921.0,638960.0
5703,0.022727272727272728,0.20454545454545456,0.0,0.7045454545454546,0.06818181818181818,640605.0,640669.0
5707,0.023809523809523808,0.19047619047619047,0.0,0.738095238095238,0.047619047619047616,640750.0,640789.0
5709,0.024390243902439025,0.1951219512195122,0.0,0.7317073170731707,0.04878048780487805,640873.0,640936.0
5715,0.025,0.2,0.0,0.7250000000000001,0.05,641553.0,641575.0
5729,0.03333333333333333,0.1,0.0,0.8333333333333334,0.03333333333333333,643716.0,643732.0
5744,0.034482758620689655,0.10344827586206896,0.0,0.8275862068965517,0.034482758620689655,645861.0,645890.0
5750,0.0,0.0,0.0,1.0,0.0,646231.0,646464.0
5776,0.013297872340425532,0.4361702127659574,0.11968085106382978,0.22606382978723405,0.2047872340425532,648308.0,648345.0
5779,0.0,0.0,0.75,0.0,0.25,648640.0,648704.0
5812,0.08,0.04,0.0,0.84,0.04,652239.0,652383.0
5813,0.07692307692307693,0.038461538461538464,0.0,0.8076923076923077,0.07692307692307693,652383.0,652544.0
5816,0.07407407407407407,0.037037037037037035,0.0,0.7777777777777777,0.1111111111111111,652934.0,653066.0
5818,0.07142857142857142,0.03571428571428571,0.0,0.7857142857142857,0.10714285714285714,653183.0,653263.0
5819,0.10344827586206896,0.034482758620689655,0.0,0.7586206896551724,0.10344827586206896,653263.0,653444.0
5832,0.1,0.03333333333333333,0.0,0.7666666666666666,0.1,654685.0,654834.0
5841,0.06666666666666667,0.06666666666666667,0.0,0.7666666666666666,0.1,656104.0,656181.0
5842,0.06451612903225806,0.0967741935483871,0.0,0.7419354838709677,0.0967741935483871,656181.0,656359.0
5849,0.0625,0.09375,0.0,0.75,0.09375,656744.0,656810.0
5851,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.7777777777777777,0.08333333333333333,656858.0,656898.0
6017,0.025,0.07500000000000001,0.025,0.75,0.125,668673.0,668674.0
6126,0.024390243902439025,0.07317073170731708,0.024390243902439025,0.7560975609756098,0.12195121951219512,676883.0,676907.0
6150,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.7777777777777778,0.11111111111111112,679367.0,679387.0
6180,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.75,0.125,682441.0,682812.0
6194,0.019230769230769232,0.07692307692307693,0.019230769230769232,0.7692307692307693,0.11538461538461539,683742.0,683841.0
6212,0.01694915254237288,0.13559322033898305,0.03389830508474576,0.711864406779661,0.1016949152542373,685270.0,685274.0
6218,0.01639344262295082,0.13114754098360656,0.03278688524590164,0.7213114754098361,0.09836065573770492,685351.0,685362.0
6229,0.015873015873015872,0.12698412698412698,0.031746031746031744,0.7301587301587301,0.09523809523809523,685721.0,685856.0
6231,0.014705882352941176,0.11764705882352941,0.029411764705882353,0.7352941176470588,0.10294117647058823,685899.0,685930.0
6239,0.10256410256410256,0.10256410256410256,0.02564102564102564,0.6794871794871795,0.08974358974358974,686235.0,686282.0
6262,0.08860759493670886,0.11392405063291139,0.02531645569620253,0.6835443037974683,0.08860759493670886,688366.0,688367.0
6278,0.07954545454545454,0.10227272727272728,0.022727272727272728,0.6136363636363636,0.18181818181818182,689488.0,689537.0
6280,0.07216494845360824,0.14432989690721648,0.020618556701030927,0.5979381443298969,0.16494845360824742,689538.0,689617.0
6287,0.07,0.15,0.02,0.58,0.18,690595.0,690646.0
6300,0.06060606060606061,0.15151515151515152,0.020202020202020204,0.5858585858585859,0.18181818181818182,691395.0,691432.0
6303,0.0510204081632653,0.1530612244897959,0.02040816326530612,0.5918367346938775,0.18367346938775508,691539.0,691592.0
6305,0.046296296296296294,0.14814814814814814,0.018518518518518517,0.5925925925925926,0.19444444444444442,691698.0,691712.0
6313,0.027522935779816515,0.1559633027522936,0.01834862385321101,0.6055045871559633,0.1926605504587156,691995.0,692068.0
6317,0.018867924528301886,0.16037735849056603,0.018867924528301886,0.6132075471698113,0.18867924528301885,692229.0,692313.0
6318,0.01834862385321101,0.1559633027522936,0.01834862385321101,0.6238532110091743,0.1834862385321101,692313.0,692321.0
6361,0.017543859649122806,0.14912280701754385,0.02631578947368421,0.6140350877192982,0.19298245614035087,695569.0,695670.0
6374,0.015267175572519083,0.1297709923664122,0.022900763358778626,0.6870229007633587,0.1450381679389313,696480.0,696481.0
6375,0.015037593984962405,0.13533834586466165,0.022556390977443608,0.6766917293233082,0.15037593984962405,696481.0,696655.0
6387,0.014925373134328358,0.13432835820895522,0.022388059701492536,0.6716417910447761,0.15671641791044777,697635.0,697659.0
6513,0.014925373134328358,0.12686567164179105,0.022388059701492536,0.6791044776119403,0.15671641791044777,708465.0,708475.0
6517,0.015151515151515152,0.12121212121212122,0.022727272727272728,0.6818181818181819,0.1590909090909091,708611.0,708641.0
6522,0.015384615384615385,0.12307692307692308,0.015384615384615385,0.6923076923076923,0.15384615384615385,708751.0,708848.0
6528,0.015267175572519083,0.1297709923664122,0.015267175572519083,0.6870229007633587,0.15267175572519084,708994.0,708998.0
6532,0.023622047244094488,0.12598425196850394,0.015748031496062992,0.7007874015748031,0.13385826771653542,709024.0,709089.0
6543,0.024,0.128,0.008,0.712,0.128,709426.0,709490.0
6546,0.024,0.12,0.008,0.712,0.136,709619.0,709689.0
6548,0.023622047244094488,0.13385826771653542,0.007874015748031496,0.7007874015748031,0.13385826771653542,709771.0,709846.0
6552,0.024793388429752067,0.12396694214876033,0.008264462809917356,0.71900826446281,0.12396694214876033,710002.0,710143.0
6555,0.02459016393442623,0.12295081967213116,0.00819672131147541,0.7213114754098361,0.12295081967213116,710230.0,710292.0
6557,0.022900763358778626,0.11450381679389313,0.07633587786259542,0.6717557251908397,0.11450381679389313,710304.0,710308.0
6567,0.030303030303030304,0.11363636363636365,0.07575757575757576,0.6666666666666667,0.11363636363636365,712346.0,712380.0
6581,0.03007518796992481,0.11278195488721804,0.07518796992481203,0.6691729323308271,0.11278195488721804,713786.0,713849.0
6589,0.030303030303030304,0.11363636363636365,0.07575757575757576,0.6666666666666667,0.11363636363636365,714375.0,714382.0
6606,0.029850746268656716,0.11194029850746269,0.07462686567164178,0.6567164179104478,0.12686567164179105,715087.0,715120.0
6612,0.03007518796992481,0.11278195488721804,0.07518796992481203,0.6616541353383458,0.12030075187969924,715294.0,715507.0
6616,0.029850746268656716,0.11940298507462686,0.07462686567164178,0.6567164179104478,0.11940298507462686,715943.0,716199.0
6626,0.0364963503649635,0.13138686131386862,0.072992700729927,0.6423357664233577,0.11678832116788321,717091.0,717206.0
6648,0.03676470588235294,0.125,0.07352941176470588,0.6470588235294118,0.11764705882352941,718571.0,718703.0
6650,0.03731343283582089,0.12686567164179105,0.06716417910447761,0.6492537313432836,0.11940298507462686,718831.0,718904.0
6656,0.03759398496240601,0.12781954887218044,0.06015037593984962,0.6541353383458646,0.12030075187969924,719568.0,719852.0
6668,0.046511627906976744,0.13178294573643412,0.06201550387596899,0.6744186046511628,0.08527131782945736,720940.0,720978.0
6687,0.04580152671755725,0.1297709923664122,0.061068702290076333,0.6793893129770993,0.08396946564885496,722157.0,722167.0
6697,0.046153846153846156,0.13076923076923078,0.06153846153846154,0.676923076923077,0.08461538461538462,722583.0,722734.0
6698,0.045454545454545456,0.12878787878787878,0.06060606060606061,0.6818181818181819,0.08333333333333334,722734.0,722751.0
6705,0.045112781954887216,0.12781954887218044,0.06015037593984962,0.6842105263157894,0.08270676691729323,723160.0,723227.0
6714,0.04477611940298507,0.12686567164179105,0.05970149253731343,0.6865671641791045,0.08208955223880597,723890.0,723977.0
6732,0.045454545454545456,0.12878787878787878,0.06060606060606061,0.6818181818181819,0.08333333333333334,725882.0,725974.0
6735,0.045112781954887216,0.13533834586466165,0.06015037593984962,0.6766917293233082,0.08270676691729323,726229.0,726550.0
6760,0.045454545454545456,0.13636363636363635,0.05303030303030303,0.6818181818181819,0.08333333333333334,728662.0,728707.0
6764,0.045112781954887216,0.13533834586466165,0.06015037593984962,0.6766917293233082,0.08270676691729323,728900.0,728979.0
6771,0.05223880597014925,0.13432835820895522,0.05970149253731343,0.6716417910447761,0.08208955223880597,729586.0,729596.0
6796,0.05185185185185186,0.14074074074074075,0.05925925925925926,0.6666666666666667,0.08148148148148149,731298.0,731369.0
6799,0.04477611940298507,0.1417910447761194,0.05970149253731343,0.6716417910447761,0.08208955223880597,731480.0,731760.0
6827,0.045112781954887216,0.14285714285714285,0.06015037593984962,0.6691729323308271,0.08270676691729323,734152.0,734407.0
6838,0.045454545454545456,0.14393939393939395,0.06060606060606061,0.6666666666666667,0.08333333333333334,734785.0,735197.0
6881,0.04838709677419355,0.1532258064516129,0.06451612903225806,0.6532258064516129,0.08064516129032258,739006.0,739025.0
6895,0.02112676056338028,0.14084507042253522,0.007042253521126761,0.676056338028169,0.15492957746478875,739529.0,739732.0
6904,0.02127659574468085,0.14184397163120566,0.0070921985815602835,0.6737588652482269,0.15602836879432624,740242.0,740321.0
6912,0.01824817518248175,0.22992700729927007,0.12408759124087591,0.3868613138686131,0.2408759124087591,740846.0,740895.0
6915,0.019108280254777073,0.25477707006369427,0.1178343949044586,0.3821656050955414,0.22611464968152867,740985.0,741001.0
6921,0.01948051948051948,0.25,0.12012987012987014,0.3863636363636364,0.22402597402597405,741386.0,741610.0
6924,0.11074918566775245,0.22964169381107494,0.20358306188925082,0.28175895765472314,0.1742671009771987,741859.0,742117.0
6925,0.11470113085621972,0.22778675282714056,0.20193861066235866,0.2827140549273021,0.172859450726979,742117.0,742217.0
6926,0.11451612903225807,0.22741935483870968,0.20161290322580644,0.28225806451612906,0.17419354838709677,742217.0,742237.0
6927,0.17033773861967694,0.21145374449339205,0.11160058737151247,0.2555066079295154,0.2511013215859031,742237.0,742239.0
6928,0.14068965517241377,0.21379310344827585,0.15999999999999998,0.2593103448275862,0.22620689655172413,742239.0,742252.0
6929,0.13581890812250333,0.21571238348868177,0.16245006657789615,0.25166444740346205,0.23435419440745675,742252.0,742310.0
6930,0.1356382978723404,0.2154255319148936,0.16356382978723405,0.25132978723404253,0.23404255319148937,742310.0,742331.0
6934,0.13896457765667575,0.21662125340599453,0.14986376021798364,0.2615803814713896,0.2329700272479564,742637.0,742714.0
6937,0.14013605442176869,0.21768707482993196,0.14965986394557823,0.2598639455782313,0.23265306122448978,742743.0,742780.0
6939,0.14246947082767977,0.21709633649932156,0.14925373134328357,0.2591587516960651,0.2320217096336499,742831.0,742847.0
6940,0.1322314049586777,0.2408500590318772,0.1357733175914994,0.23612750885478156,0.2550177095631641,742847.0,742861.0
6945,0.13497652582159625,0.23943661971830987,0.13380281690140847,0.23826291079812206,0.2535211267605634,743040.0,743130.0
6947,0.1356132075471698,0.24056603773584906,0.13325471698113206,0.23820754716981132,0.2523584905660377,743181.0,743220.0
6949,0.13663133097762073,0.24028268551236748,0.1330977620730271,0.23792697290930503,0.2520612485276796,743272.0,743280.0
6950,0.1357733175914994,0.23966942148760328,0.13341204250295158,0.2384887839433294,0.2526564344746163,743280.0,743532.0
6952,0.1356132075471698,0.24056603773584906,0.13325471698113206,0.23820754716981132,0.2523584905660377,743745.0,743794.0
6959,0.1347517730496454,0.24113475177304963,0.13356973995271867,0.23758865248226949,0.25295508274231676,744108.0,744168.0
6961,0.1356132075471698,0.24056603773584906,0.13325471698113206,0.23820754716981132,0.2523584905660377,744234.0,744279.0
6967,0.1357733175914994,0.2408500590318772,0.13341204250295158,0.2384887839433294,0.2514757969303424,744504.0,744569.0
6971,0.1349112426035503,0.24023668639053256,0.13372781065088757,0.23905325443786982,0.25207100591715975,744666.0,744703.0
6972,0.1357733175914994,0.2408500590318772,0.13341204250295158,0.2384887839433294,0.2514757969303424,744703.0,744829.0
6974,0.1356132075471698,0.24056603773584906,0.13325471698113206,0.23820754716981132,0.2523584905660377,744874.0,745074.0
6975,0.1359338061465721,0.24113475177304963,0.1347517730496454,0.2364066193853428,0.25177304964539005,745074.0,745189.0
6976,0.1357733175914994,0.2384887839433294,0.1345926800472255,0.23730814639905548,0.25383707201889016,745189.0,745310.0
6980,0.1349112426035503,0.23905325443786982,0.1349112426035503,0.2366863905325444,0.25443786982248523,745547.0,745683.0
6983,0.13507109004739337,0.2393364928909953,0.13507109004739337,0.23578199052132703,0.254739336492891,746024.0,746098.0
6985,0.13507109004739337,0.2393364928909953,0.13388625592417064,0.23696682464454977,0.254739336492891,746178.0,746179.0
6992,0.13388625592417064,0.24052132701421802,0.13388625592417064,0.23815165876777253,0.25355450236966826,746885.0,746892.0
6996,0.13404507710557534,0.2408066429418743,0.13285883748517202,0.23843416370106763,0.2538552787663108,747023.0,747060.0
7001,0.1342042755344418,0.24109263657957244,0.1330166270783848,0.23871733966745845,0.2529691211401425,747236.0,747430.0
7004,0.13523131672597866,0.2408066429418743,0.13285883748517202,0.23843416370106763,0.2526690391459075,747452.0,747667.0
7011,0.15611814345991562,0.26019690576652604,0.0379746835443038,0.25316455696202533,0.29254571026722925,748020.0,748059.0
7012,0.15589887640449437,0.2598314606741573,0.03932584269662921,0.25280898876404495,0.29213483146067415,748059.0,748201.0
7017,0.15677966101694915,0.2584745762711864,0.038135593220338986,0.2528248587570621,0.2937853107344633,748674.0,748710.0
7023,0.15549215406562056,0.261055634807418,0.034236804564907276,0.2524964336661912,0.2967189728958631,749002.0,749018.0
7024,0.155049786628734,0.26031294452347087,0.03698435277382646,0.25177809388335703,0.2958748221906117,749018.0,749243.0
7028,0.15319148936170213,0.2609929078014185,0.03546099290780142,0.25106382978723407,0.299290780141844,749736.0,749970.0
7037,0.15232722143864597,0.25952045133991536,0.03526093088857546,0.24964739069111425,0.3032440056417489,750324.0,750423.0
7039,0.14794520547945206,0.2684931506849315,0.03561643835616438,0.2493150684931507,0.29863013698630136,750447.0,750448.0
